Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrix_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_NewZealand_HongKong	clockRate.c:h3n2_2deme	proportionInvariant.s:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme1	freqParameter.s:h3n2_2deme2	freqParameter.s:h3n2_2deme3	freqParameter.s:h3n2_2deme4	
6414000	-4609.6048757414555	-4527.208681656531	-82.39619408492486	-4527.208681656531	7.010534512370517	40.33208738233446	32.16158919014601	8.170498192188438	1	12	40	19	0	1.6349498874434905	0.4458822949655433	0.10691813879179642	0.8810835036350293	0.00478450902127604	0.48656287543683513	6.95105560169777	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6415000	-4598.726100986961	-4516.337108759532	-82.38899222742863	-4516.337108759532	6.9606295919311405	41.821883513183785	32.71684245137341	9.105041061810358	1	10	38	21	0	1.6311492503867662	0.44484578810609876	0.09721002506607598	0.4042159938878416	0.004015030214895551	0.48656287543683513	6.95105560169777	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6416000	-4603.429258063121	-4522.633649532532	-80.79560853058874	-4522.633649532532	7.005078145098056	41.29095946326529	31.073403693058353	10.217555770206927	0	10	39	20	0	1.3323397320191963	0.5854294192729058	0.041035493886619354	1.4996363096072896	0.00350984434980703	0.48656287543683513	7.012400690159579	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6417000	-4607.817301868128	-4527.816173612132	-80.00112825599585	-4527.816173612132	6.67629674814211	39.5850974357585	30.684303975197192	8.900793460561301	0	10	39	20	0	1.4946692331525036	0.730444364616695	0.04121812330579111	1.5063104758534462	0.004385535574533218	0.48656287543683513	7.012400690159579	0.34726847312012254	0.20382116481939253	0.20589404615826795	0.2430163159022175	
6418000	-4613.517545520307	-4532.124840536533	-81.39270498377411	-4532.124840536533	6.635644565473552	39.34082134243557	30.70976413965104	8.631057202784529	0	10	39	20	0	2.036299566871009	0.7236452947767792	0.004072292533173325	0.4462960201428503	0.0035647353636625383	0.48656287543683513	7.012400690159579	0.35049571894562004	0.20382116481939253	0.20266680033277049	0.2430163159022175	
6419000	-4612.589816274008	-4530.302585217338	-82.28723105666982	-4530.302585217338	7.148087886101787	39.82862676683415	30.115867082075404	9.712759684758737	1	10	38	21	0	2.1512719179671986	0.7829858027337433	0.02781411721819641	0.5255469934502996	0.004081096446683042	0.48656287543683513	6.535108441832078	0.35049571894562004	0.20382116481939253	0.20266680033277049	0.2430163159022175	
6420000	-4602.932795611098	-4525.867506913917	-77.06528869718096	-4525.867506913917	7.094070059911484	40.8373011646581	31.42963306330072	9.407668101357384	1	10	38	21	0	2.084921490573042	0.3255982798105777	0.012320199444265401	0.6080223887978797	0.0038435852255710805	0.48656287543683513	8.351721760453556	0.35049571894562004	0.20382116481939253	0.20266680033277049	0.2430163159022175	
6421000	-4615.768011319757	-4526.846451292831	-88.92156002692529	-4526.846451292831	7.409268413685126	42.47562824137832	31.777212287090318	10.698415954288015	6	12	35	24	0	2.288421831389661	0.32577659058583053	0.09696378072719752	0.76408636682678	0.0036680924458743786	0.48656287543683513	8.351721760453556	0.35049571894562004	0.20382116481939253	0.20266680033277049	0.2430163159022175	
6422000	-4615.840387866365	-4525.4919006014725	-90.34848726489274	-4525.4919006014725	7.694804070189822	44.48805006409023	32.02621107281521	12.461838991275023	5	11	35	24	0	1.3209006761518824	0.34265134904844446	0.1500444575263268	0.7600271596088305	0.003885668485597282	0.48656287543683513	8.351721760453556	0.35049571894562004	0.20382116481939253	0.20266680033277049	0.2430163159022175	
6423000	-4621.193678083972	-4531.675661661611	-89.51801642236138	-4531.675661661611	7.631153714571366	45.422570989937014	34.425436284149896	10.997134705787126	2	12	39	20	0	1.5138671419189573	0.4102667935354495	0.0832475662601328	0.9146248209112462	0.003676952723997651	0.48656287543683513	8.351721760453556	0.35049571894562004	0.20382116481939253	0.20266680033277049	0.2430163159022175	
6424000	-4618.855736128675	-4526.194842866621	-92.66089326205407	-4526.194842866621	7.586048444685877	46.679293338570844	36.10152503365259	10.577768304918242	2	11	38	21	0	2.0545215524551117	0.4979542822766515	0.08325956097763391	0.9377881982085471	0.0034451613881582317	0.48656287543683513	6.734882926625135	0.35049571894562004	0.20382116481939253	0.20266680033277049	0.2430163159022175	
6425000	-4615.887805662882	-4527.215910576482	-88.67189508639974	-4527.215910576482	7.570902902024029	45.76845416419828	35.28877439048452	10.479679773713759	2	11	38	21	0	1.7818880809137814	0.29633476377577245	0.07269340140356781	0.9229144926091057	0.003597057099055485	0.48656287543683513	6.492913626683909	0.35049571894562004	0.20382116481939253	0.2042972926572608	0.2413858235777272	
6426000	-4620.55112819995	-4525.748294853903	-94.80283334604741	-4525.748294853903	7.54483119228351	44.966918109989415	33.29648321186191	11.6704348981275	2	12	39	20	0	2.5577027732064135	0.47784369814793376	0.0772365205069438	1.097010332531737	0.0036451837721629085	0.48656287543683513	7.000289853484819	0.3181523324026579	0.20382116481939253	0.2042972926572608	0.27372921012068935	
6427000	-4607.476563237449	-4526.439438505945	-81.03712473150462	-4526.439438505945	7.458862211196745	42.971080922077014	31.709883067501778	11.261197854575222	1	10	38	21	0	1.3916458636265046	0.48094479144989183	0.05792257823674615	0.9058854226270613	0.00405919727778283	0.48656287543683513	7.000289853484819	0.3181523324026579	0.20382116481939253	0.2384274296549045	0.23959907312304565	
6428000	-4603.500091368264	-4525.06331821194	-78.43677315632416	-4525.06331821194	7.570183519922334	43.224286360156874	33.391072797259284	9.833213562897603	0	10	39	20	0	1.5512111751659479	0.33169520519675905	0.024058395479659163	0.741100251738045	0.003770961176760449	0.48656287543683513	7.000289853484819	0.3181523324026579	0.20382116481939253	0.2384274296549045	0.23959907312304565	
6429000	-4605.808281979314	-4524.238723099016	-81.56955888029822	-4524.238723099016	7.389471853049144	42.287198568321685	31.854520416923968	10.432678151397717	0	10	39	20	0	1.4942423589684788	0.8331967586411776	0.017898568801567767	0.7396828129527334	0.004117948517058254	0.48656287543683513	7.000289853484819	0.3181523324026579	0.205838099876238	0.23641049459805902	0.23959907312304565	
6430000	-4615.916508157872	-4530.68139917708	-85.23510898079213	-4530.68139917708	7.442238974327627	42.06405104781008	32.64974742569228	9.414303622117782	2	13	40	19	0	1.2994803538423774	0.4832286960625806	0.029301353687571648	0.913779071824216	0.003835137414009831	0.48656287543683513	7.000289853484819	0.3181523324026579	0.205838099876238	0.23641049459805902	0.23959907312304565	
6431000	-4609.343054989891	-4528.245132083593	-81.09792290629908	-4528.245132083593	6.9764628322305615	40.35927291122649	31.92326865702079	8.436004254205702	1	12	40	19	0	1.858799733276321	0.5087492679263029	0.010905295848913303	1.568360521246407	0.00440486218255929	0.48656287543683513	8.033207417592008	0.3181523324026579	0.205838099876238	0.23641049459805902	0.23959907312304565	
6432000	-4598.535596574919	-4522.457834571252	-76.07776200366722	-4522.457834571252	6.910587483226409	40.176433020475734	30.211688497034245	9.964744523441489	0	9	38	21	0	1.8619484785572158	0.5096110723627165	0.017155597272867702	0.8796893087644626	0.003829602032445272	0.48656287543683513	8.033207417592008	0.3181523324026579	0.205838099876238	0.23641049459805902	0.23959907312304565	
6433000	-4598.9660799284575	-4519.423318188438	-79.54276174001947	-4519.423318188438	6.823840670533018	40.91349111951368	32.39438753421061	8.519103585303075	0	11	40	19	0	1.4978667891805124	0.3994060996840132	0.010908524711118434	1.5265614614547771	0.003853326354801955	0.48656287543683513	8.033207417592008	0.3181523324026579	0.205838099876238	0.23641049459805902	0.23959907312304565	
6434000	-4594.946441254794	-4517.831271658706	-77.11516959608777	-4517.831271658706	6.869764267279518	41.022724137884595	31.38375898909296	9.63896514879163	0	10	39	20	0	1.822773949254844	0.4123091595017342	0.013225391535794455	0.5797260428692703	0.00451684003568293	0.48656287543683513	8.033207417592008	0.3181523324026579	0.205838099876238	0.23641049459805902	0.23959907312304565	
6435000	-4597.068598240303	-4523.616389737973	-73.4522085023304	-4523.616389737973	6.949514118901186	39.08492101294149	31.332549766214544	7.752371246726938	2	12	39	20	0	1.8205188322523644	0.3540845163197205	0.04443698884507936	1.6697408752108451	0.005003698357531822	0.48656287543683513	8.033207417592008	0.3181523324026579	0.205838099876238	0.23641049459805902	0.23959907312304565	
6436000	-4600.572516425422	-4525.454867208804	-75.11764921661786	-4525.454867208804	7.202362381227935	41.024087939031126	33.118871725158556	7.9052162138725715	1	11	39	20	0	1.7459971142701092	0.2885098638396013	0.007198489932635614	0.8923884165997179	0.004196128507095115	0.48656287543683513	8.033207417592008	0.3181523324026579	0.205838099876238	0.23641049459805902	0.23959907312304565	
6437000	-4605.6421038379385	-4531.410833060518	-74.23127077742076	-4531.410833060518	7.115110292795756	40.43132792944422	33.29110856761489	7.140219361829359	1	11	39	20	0	2.142194506278094	0.3142365885636962	0.008746214431727234	0.63861047860946	0.004216296120579923	0.5091613685812149	8.033207417592008	0.3181523324026579	0.205838099876238	0.23641049459805902	0.23959907312304565	
6438000	-4593.560170620012	-4524.123781195825	-69.43638942418698	-4524.123781195825	7.083116833677048	39.5541472114287	33.08450672742204	6.469640484006666	2	12	39	20	0	2.1266752729901786	0.31196008616803295	0.04317266335595979	1.7279601930586705	0.004170782755261473	0.5091613685812149	6.76883618621783	0.3151053698755964	0.2088850624032995	0.2223088450273195	0.2537007226937852	
6439000	-4594.800499831437	-4529.192225586055	-65.60827424538154	-4529.192225586055	6.86658957540766	38.377979357031904	31.871463508185705	6.506515848846201	1	11	39	20	0	2.1368206833735193	0.2624918720111028	0.05055615897755499	1.7354321298523412	0.004510369958402983	0.5091613685812149	6.76883618621783	0.3151053698755964	0.2088850624032995	0.2223088450273195	0.2537007226937852	
6440000	-4608.211510200763	-4530.298185523884	-77.91332467687877	-4530.298185523884	6.99263931182602	39.42035763064479	31.300998399403554	8.11935923124123	2	13	40	19	0	1.7500981834822744	0.2638339023258406	0.11003743751639339	2.2084525641093653	0.004196344286106626	0.48957720794305765	6.76883618621783	0.3151053698755964	0.2088850624032995	0.2223088450273195	0.2537007226937852	
6441000	-4593.035110556947	-4520.627551100878	-72.40755945606917	-4520.627551100878	6.901558229533501	39.50641690943624	32.819173763358705	6.6872431460775426	0	11	40	19	0	1.7491757552773328	0.3814059248572755	0.10588924082314258	2.209617192036698	0.0046119185543859265	0.43900522966662353	6.76883618621783	0.3151053698755964	0.2088850624032995	0.2223088450273195	0.2537007226937852	
6442000	-4590.075349095701	-4516.16214027803	-73.91320881767156	-4516.16214027803	6.85742008572004	40.88568584957709	31.864592906475867	9.02109294310123	0	10	39	20	0	1.892098911775323	0.3814451336718255	0.010325959267742787	0.7644223858625129	0.0042161143976337636	0.43900522966662353	6.626402389891953	0.3151053698755964	0.2088850624032995	0.2223088450273195	0.2537007226937852	
6443000	-4597.835887524898	-4520.827727530116	-77.00815999478142	-4520.827727530116	6.844515510365769	40.21132050020661	32.87726747531535	7.33405302489125	0	12	41	18	0	2.299852421149737	0.30346214983167863	0.03660325742933457	0.7551021804999373	0.003989264691900549	0.43900522966662353	6.626402389891953	0.324421680637299	0.2088850624032995	0.21299253426561693	0.2537007226937852	
6444000	-4584.110616930969	-4512.776734306861	-71.33388262410824	-4512.776734306861	6.804359440583631	39.1344881510803	30.096717623586507	9.037770527493791	0	11	40	19	0	1.5395625222987623	0.4074123623245673	0.016379077148392124	1.4162506373242765	0.004343733577327551	0.43900522966662353	5.608585067477763	0.324421680637299	0.2088850624032995	0.21299253426561693	0.2537007226937852	
6445000	-4589.278058784746	-4516.8188287177745	-72.45923006697129	-4516.8188287177745	7.048731769772236	40.18746517190116	31.306495517309788	8.880969654591375	0	10	39	20	0	1.5513598880106192	0.41053428336659037	0.027765323003537703	1.4054807142153383	0.004081227341832983	0.43900522966662353	5.608585067477763	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6446000	-4607.210197054367	-4534.25466771314	-72.95552934122705	-4534.25466771314	7.114029838170003	38.790726263262925	30.304737415310672	8.485988847952235	1	12	40	19	0	1.4563165212143088	0.40857238418533853	0.04992488200522093	1.4119504328124248	0.004473793967704975	0.3533126661033937	5.608585067477763	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6447000	-4604.154474507173	-4525.463660174737	-78.69081433243643	-4525.463660174737	6.798368779133954	38.81805820285553	29.68665994053723	9.131398262318294	1	11	39	20	0	1.9964050102839732	0.623879616440781	0.05003000853577558	1.4848375121884483	0.004049377153584388	0.3533126661033937	8.51249948303005	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6448000	-4597.457161700134	-4522.055334794868	-75.40182690526585	-4522.055334794868	6.686891598194409	38.53115611138966	29.271039039594555	9.2601170717951	1	11	39	20	0	1.9061388734279392	0.37835139582917293	0.016551986260879746	1.111298407512016	0.004592536712003681	0.42236620479113646	8.51249948303005	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6449000	-4594.864287624444	-4515.819494915459	-79.04479270898544	-4515.819494915459	6.746597483800816	39.15100414951091	29.383126853102784	9.767877296408127	1	11	39	20	0	1.9093586002709968	0.3357768504737238	0.06300521111791822	1.109424439304679	0.0042856372502326455	0.42236620479113646	8.51249948303005	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6450000	-4596.403580900128	-4521.686276587564	-74.71730431256415	-4521.686276587564	7.198533459985831	39.99331434376276	30.561117286112154	9.432197057650619	1	10	38	21	0	2.017476846254822	0.2865599188028374	0.0901847236622587	0.7596527097385868	0.003933305300269175	0.42236620479113646	6.355711203932924	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6451000	-4591.729607585299	-4519.480155631741	-72.24945195355825	-4519.480155631741	7.144969385145525	39.20114015811945	28.861846571283394	10.33929358683606	1	10	38	21	0	1.1178495290569295	0.3051520890246403	0.0902703489975073	1.0070034509480617	0.004916930162847151	0.42236620479113646	6.355711203932924	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6452000	-4587.277181780101	-4519.2442619034755	-68.03291987662591	-4519.2442619034755	7.149121673020101	38.289556936845656	29.538661977183434	8.75089495966223	0	10	39	20	0	1.5658100085819504	0.32541248190818606	0.022961925845228916	1.1185523255288483	0.004641239999805817	0.42236620479113646	6.355711203932924	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6453000	-4593.793412532038	-4525.871784704241	-67.92162782779727	-4525.871784704241	6.97452381012121	38.02698507911345	30.251113383892832	7.775871695220626	0	10	39	20	0	1.2893210208078199	0.3220598316170475	0.031656295032974444	1.5158505538344855	0.004521436990130312	0.42236620479113646	6.355711203932924	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6454000	-4591.6487244414775	-4526.086756492748	-65.56196794872962	-4526.086756492748	6.615585093693004	36.74942174046869	28.44566023646746	8.303761504001233	1	10	38	21	0	1.290748175539085	0.3224163209668875	0.026223975853814314	1.514174507855267	0.0054671836434787725	0.42236620479113646	6.355711203932924	0.318311826266285	0.20727379778483904	0.22071365325509135	0.2537007226937852	
6455000	-4593.687312537925	-4528.012767681475	-65.67454485645005	-4528.012767681475	7.175467148501882	37.81522719620438	30.907595711013347	6.907631485191033	0	11	40	19	0	1.732504802066026	0.216881869392794	0.08856770236732216	2.0905007519951107	0.0046904771173624455	0.42236620479113646	6.355711203932924	0.318311826266285	0.20727379778483904	0.2109217331192812	0.26349264282959534	
6456000	-4595.1587039661445	-4522.47975233844	-72.67895162770371	-4522.47975233844	6.741492831821966	37.22522046831714	30.299742852675518	6.9254776156416264	2	13	40	19	0	1.7403767375924983	0.2178673097163561	0.18663901527174387	2.0810451629940125	0.004839552766625209	0.42236620479113646	6.355711203932924	0.318311826266285	0.20727379778483904	0.2109217331192812	0.26349264282959534	
