Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrix_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_NewZealand_HongKong	clockRate.c:h3n2_2deme	kappa.s:h3n2_2deme	gammaShape.s:h3n2_2deme	freqParameter.s:h3n2_2deme1	freqParameter.s:h3n2_2deme2	freqParameter.s:h3n2_2deme3	freqParameter.s:h3n2_2deme4
4949000	-4599.904329363408	-4518.295719893217	-81.60860947019083	-4518.295719893217	6.692813316781437	38.361847987172254	27.557712433206284	10.804135553965967	2	11	38	21	0	1.2802266213214573	0.5459829952961861	0.2059193910898719	1.0887476904402558	0.0042368234489629526	7.1235784557529165	0.28754823936174484	0.33102485355053524	0.2147639191804016	0.20930331271442434	0.24490791455463953
4950000	-4601.071901720194	-4520.731263201705	-80.34063851848852	-4520.731263201705	6.649604659598918	38.688657298111835	27.632652742829023	11.056004555282819	3	10	36	23	0	1.355580519011299	0.5213551542857783	0.15800738397413358	1.0793681431688595	0.003946498914011119	7.1235784557529165	0.28754823936174484	0.33102485355053524	0.2147639191804016	0.20930331271442434	0.24490791455463953
4951000	-4612.090502966601	-4524.774067982793	-87.31643498380764	-4524.774067982793	6.617103399509516	38.19655604613388	24.7583276256049	13.438228420528974	7	12	34	25	0	1.2402924540162599	0.6068617934248693	0.18021325120865242	1.2201593912124309	0.004204991716849481	7.1235784557529165	0.28754823936174484	0.33102485355053524	0.2147639191804016	0.20930331271442434	0.24490791455463953
4952000	-4611.568446997121	-4517.814977866236	-93.75346913088462	-4517.814977866236	6.753684677499214	41.107626513823114	29.24315600439256	11.864470509430571	1	11	39	20	0	1.4888085163428537	0.7974701316363686	0.17985053366233922	1.2177035605921886	0.004048942958874212	7.1235784557529165	0.28754823936174484	0.33102485355053524	0.2147639191804016	0.21134707240143974	0.24286415486762414
4953000	-4603.612408736461	-4517.491158157806	-86.12125057865458	-4517.491158157806	7.132048676648043	41.15046044720419	30.532396299617993	10.618064147586198	0	11	40	19	0	1.6351099786512413	0.7984171368886016	0.06307438458286961	1.2162592383021666	0.0042198561592642	7.1235784557529165	0.28754823936174484	0.33102485355053524	0.2147639191804016	0.21134707240143974	0.24286415486762414
4954000	-4608.72958214156	-4516.886374745202	-91.84320739635771	-4516.886374745202	6.910138556581819	40.774434965550896	27.402171657841905	13.372263307708984	2	11	38	21	0	1.500979111938932	0.74789924614918	0.19073626968578564	0.7601311634162334	0.0042100853650055715	7.112376027822246	0.28754823936174484	0.33102485355053524	0.2147639191804016	0.21134707240143974	0.24286415486762414
4955000	-4605.821723836611	-4516.046057262824	-89.77566657378667	-4516.046057262824	7.015895478501535	40.90118081458114	30.63194909083042	10.26923172375072	1	11	39	20	0	1.4915260587210901	0.7126257961011003	0.08367817078869783	1.716176124785022	0.004108922783867841	7.112376027822246	0.27276116145770724	0.33102485355053524	0.2147639191804016	0.21134707240143974	0.24286415486762414
4956000	-4612.376607149318	-4517.3930692403865	-94.98353790893213	-4517.3930692403865	7.214344469709903	42.089979688499135	30.31044424589467	11.77953544260446	2	12	39	20	0	1.5291751312166648	0.46929708464866887	0.07110653762248483	1.1745781716829653	0.0041274087566744245	7.112376027822246	0.46289000096606975	0.33102485355053524	0.2147639191804016	0.21134707240143974	0.24286415486762414
4957000	-4605.329376310086	-4512.796428600282	-92.53294770980511	-4512.796428600282	7.113234028875887	41.652664358200994	28.908489810807946	12.744174547393042	6	13	36	23	0	1.537118191367623	0.37481667447162864	0.16519255211983064	1.3742022336458155	0.004090513758384954	7.112376027822246	0.4092874135704052	0.33102485355053524	0.2147639191804016	0.21134707240143974	0.24286415486762414
4958000	-4594.582266989077	-4513.379567092272	-81.20269989680459	-4513.379567092272	7.020766206208925	39.996081292425295	29.861237966700685	10.134843325724612	1	10	38	21	0	1.5277221569293622	0.4458413132613658	0.07135100000963458	0.845731129695499	0.004079235583138878	6.490037729510604	0.4092874135704052	0.33102485355053524	0.20147007259399802	0.22464091898784333	0.24286415486762414
4959000	-4609.4081754606495	-4527.797322784638	-81.6108526760114	-4527.797322784638	6.940764711499456	40.05024437935393	29.347263286514746	10.702981092839165	3	11	37	22	0	1.252231169246317	0.44436133850679504	0.0823245562012157	0.8485478930199367	0.0038595251146763478	6.490037729510604	0.4092874135704052	0.33102485355053524	0.20008939934368614	0.2260215922381552	0.24286415486762414
4960000	-4594.731262595952	-4520.708035085237	-74.02322751071554	-4520.708035085237	6.957192233197346	40.306115941957295	31.6716134444238	8.634502497533495	0	10	39	20	0	1.6837283967951797	0.2976714924093791	0.048649470744627284	1.0970879139145646	0.00471122721221608	6.490037729510604	0.4092874135704052	0.33102485355053524	0.20008939934368614	0.2260215922381552	0.24286415486762414
4961000	-4596.568306858261	-4521.386765837022	-75.18154102123914	-4521.386765837022	7.0122246706081865	41.67093680536754	31.624720760822072	10.046216044545478	1	10	38	21	0	1.676340969644603	0.29636544657136665	0.07026676039068197	1.1019226445502663	0.004021893158153692	6.490037729510604	0.16700555989153126	0.3286458318757216	0.20008939934368614	0.2260215922381552	0.24524317654243777
4962000	-4611.550669380162	-4521.280396681708	-90.27027269845365	-4521.280396681708	7.108535250088006	42.02837295870539	30.393072405074317	11.635300553631074	3	12	38	21	0	1.6752864264055096	0.36247436894516155	0.2716063372885059	0.5217996912807142	0.004068278680401	6.490037729510604	0.21277526674062464	0.32527072426940384	0.20346450695000393	0.2260215922381552	0.24524317654243777
4963000	-4600.895982465054	-4513.098918445959	-87.79706401909498	-4513.098918445959	7.149934674081842	41.11522635709191	30.139502846467423	10.975723510624505	5	12	36	23	0	1.6602988422294556	0.41387065468037854	0.27391559952493727	1.322445528798022	0.004139072363229202	6.490037729510604	0.21277526674062464	0.3396752031926074	0.20346450695000393	0.21161711331495164	0.24524317654243777
4964000	-4608.703492870996	-4511.882167957991	-96.82132491300474	-4511.882167957991	7.099644234844664	41.885123494180654	26.603316108989745	15.281807385190913	8	15	36	23	0	1.265904051665943	0.7455712547892884	0.18350862136094453	1.325208240592405	0.00379302063327642	6.490037729510604	0.21277526674062464	0.3396752031926074	0.20346450695000393	0.21161711331495164	0.24524317654243777
4965000	-4614.871498130066	-4516.475859115471	-98.395639014595	-4516.475859115471	7.642026749424909	43.25996286031607	27.09760244968839	16.162360410627674	8	14	36	23	1	1.4681379020369987	0.5790302533686149	0.24353805738085954	0.8704750781338715	0.003912244460126308	7.2624148172641485	0.2535755554673241	0.3396752031926074	0.20346450695000393	0.21161711331495164	0.24524317654243777
4966000	-4606.413057537984	-4520.5412179218865	-85.87183961609776	-4520.5412179218865	7.363864809990824	41.73586155162592	29.72541009838769	12.010451453238232	3	11	37	22	0	1.2725355130962948	0.2988994654322242	0.06684436717937145	0.9752948744008445	0.004217314809966884	7.2624148172641485	0.2535755554673241	0.3396752031926074	0.20346450695000393	0.21161711331495164	0.24524317654243777
4967000	-4595.416284685215	-4517.54201712824	-77.87426755697463	-4517.54201712824	7.194972221718824	40.60329152820994	30.33391843048304	10.269373097726904	1	11	39	20	0	1.3716427507778417	0.4417566038339888	0.045918678486400744	0.9678347587735548	0.0040858919087677	7.2624148172641485	0.2535755554673241	0.3396752031926074	0.20346450695000393	0.21161711331495164	0.24524317654243777
4968000	-4595.8119933191065	-4515.333675186074	-80.47831813303219	-4515.333675186074	7.452993389447355	40.74115977438802	31.905191858000485	8.835967916387528	0	11	40	19	0	1.7668396955298058	0.7073433947117492	0.0280564134686785	1.1915704833033258	0.004422764170659293	7.2624148172641485	0.2535755554673241	0.3396752031926074	0.20346450695000393	0.21161711331495164	0.24524317654243777
4969000	-4590.075283760349	-4512.629290725199	-77.44599303514912	-4512.629290725199	7.029447158586145	40.805422280856874	33.193950862091	7.611471418765868	0	11	40	19	0	1.660800582763718	0.4148809061224747	0.03929683184140881	1.157771038183136	0.003812168857990074	6.126609428015911	0.2535755554673241	0.3396752031926074	0.20346450695000393	0.21161711331495164	0.24524317654243777
4970000	-4602.008659874256	-4517.687092284361	-84.32156758989555	-4517.687092284361	6.871344706597214	40.902357355148084	30.08350111559134	10.818856239556755	1	10	38	21	0	1.840220489129436	0.373419596162482	0.020283994343699756	1.1484783413519006	0.004289169292904188	6.126609428015911	0.2535755554673241	0.3396752031926074	0.20346450695000393	0.21161711331495164	0.24524317654243777
4971000	-4595.008153551705	-4515.031212741596	-79.97694081010829	-4515.031212741596	7.063884987949058	40.028832101045445	31.282557394329185	8.746274706716259	2	12	39	20	0	2.203209186333569	0.37278291906626154	0.05518760701855525	1.150439831050183	0.004336463520758216	8.340730799484453	0.2535755554673241	0.3396752031926074	0.20346450695000393	0.21161711331495164	0.24524317654243777
4972000	-4609.132150223258	-4522.507559102163	-86.62459112109477	-4522.507559102163	7.7072839700483255	42.84279325307204	32.78281387975433	10.059979373317715	3	13	39	20	0	2.2238969720907367	0.2773771151817447	0.08585105204419254	0.8985180340826021	0.004171599113224346	8.340730799484453	0.3486161722346998	0.3396752031926074	0.20346450695000393	0.2185298801563205	0.23833040970106892
4973000	-4599.045886165243	-4521.2477847780465	-77.7981013871965	-4521.2477847780465	7.219830014135388	41.32482075231598	34.30839303865894	7.016427713657035	1	11	39	20	0	2.2261683267857304	0.380177451677154	0.03128612421565143	1.1850830931379466	0.004510788175403865	7.796244654759627	0.3486161722346998	0.3396752031926074	0.20346450695000393	0.2185298801563205	0.23833040970106892
4974000	-4597.972589915799	-4516.29898583624	-81.6736040795599	-4516.29898583624	7.2096044131520385	43.56255652574113	35.18227302477077	8.380283500970345	0	11	40	19	0	2.234302863470228	0.3169052349830448	0.026467881200677567	1.3051360721424417	0.0035308708660496506	7.796244654759627	0.3486161722346998	0.3396752031926074	0.20346450695000393	0.2185298801563205	0.23833040970106892
4975000	-4608.896183620095	-4518.9216759360415	-89.97450768405405	-4518.9216759360415	7.1747195752899	44.06122137000343	34.47325646949532	9.587964900508098	0	11	40	19	0	2.730689256423765	0.595092633284321	0.08794848262325188	0.9544970046656361	0.004587482284344156	7.022453115321091	0.3486161722346998	0.3396752031926074	0.19552421317489374	0.2185298801563205	0.2462707034761791
4976000	-4610.091815014912	-4520.813035143596	-89.27877987131659	-4520.813035143596	7.356373195011717	43.5508437490257	33.626470108989494	9.924373640036208	0	11	40	19	0	3.071705490422669	0.38181119320398943	0.03813343939703852	0.834507595707862	0.0037538090209343427	7.022453115321091	0.3486161722346998	0.3396752031926074	0.19552421317489374	0.2185298801563205	0.2462707034761791
4977000	-4622.844213056999	-4523.758397861583	-99.08581519541656	-4523.758397861583	7.943478731932889	45.660254638797866	36.526364725399695	9.133889913398185	2	13	40	19	0	1.9766806473604532	0.29190021216784234	0.03782391099735726	0.8050963667949332	0.003753338690923982	7.022453115321091	0.3486161722346998	0.3396752031926074	0.19552421317489374	0.2185298801563205	0.2462707034761791
4978000	-4602.613817269645	-4512.532721271847	-90.08109599779758	-4512.532721271847	7.305000713019413	43.93453380604152	30.739581372931493	13.194952433110025	1	9	37	22	0	1.5893763611924276	0.8628138342632642	0.03674221707515635	0.6040910176316108	0.0039835378827909615	7.022453115321091	0.3486161722346998	0.3396752031926074	0.19552421317489374	0.2185298801563205	0.2462707034761791
4979000	-4618.5908671789175	-4526.343973914646	-92.24689326427108	-4526.343973914646	7.275223727420969	43.420832249532914	30.237922173995884	13.18291007553702	2	10	37	22	0	1.4947146574469106	0.7191561558785192	0.14283635535080375	0.6073129909635453	0.004064788352361061	7.022453115321091	0.3486161722346998	0.3396752031926074	0.19552421317489374	0.2185298801563205	0.2462707034761791
4980000	-4611.54366105603	-4522.716699999526	-88.8269610565037	-4522.716699999526	7.316148251004922	44.56192666323515	30.302525127020658	14.259401536214503	2	9	36	23	0	1.4325939513999555	0.6715475832588861	0.04032192074449801	0.7958904704296337	0.003471106215027042	8.66775719813606	0.3486161722346998	0.3396752031926074	0.19912818435991447	0.2185298801563205	0.24266673229115837
4981000	-4621.460788815112	-4515.645838568599	-105.81495024651332	-4515.645838568599	7.356138779358317	47.12046607669314	31.490898205086303	15.629567871606842	4	11	36	23	0	1.9743747254242134	0.5519904103968509	0.1389255056580776	0.7909286309905025	0.0037676656204517277	8.66775719813606	0.3486161722346998	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4982000	-4616.907487927804	-4522.531469373801	-94.3760185540032	-4522.531469373801	7.333800280157711	45.34168879214161	31.821249709635225	13.520439082506392	2	10	37	22	0	1.9609697599199243	0.6250085683482652	0.08864317335039801	1.0057299306936192	0.00403212078986137	8.66775719813606	0.28191656344959437	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4983000	-4615.439399937243	-4523.39108666269	-92.04831327455305	-4523.39108666269	7.256103840439614	43.57678701207164	31.68484814023986	11.891938871831778	2	11	38	21	0	1.600231528578901	0.6238160957687401	0.11025977489970028	1.0076524610241038	0.003771724564784614	8.66775719813606	0.28191656344959437	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4984000	-4607.606954111176	-4528.939529528241	-78.66742458293459	-4528.939529528241	7.238623117509694	40.46637598621234	31.52671251763507	8.939663468577272	2	11	38	21	0	1.5820858648937417	0.4347688244406666	0.11052176728665486	0.8794466853298323	0.0042654214519693605	8.66775719813606	0.28191656344959437	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4985000	-4603.5963234751825	-4520.733856797319	-82.86246667786293	-4520.733856797319	7.081015904678285	40.186270501254064	29.418540424475072	10.767730076778985	4	12	37	22	0	1.415087385832683	0.47441451195940787	0.2688046277548869	0.9431172473941751	0.004517320794347746	8.66775719813606	0.28191656344959437	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4986000	-4606.677065678739	-4517.208028212708	-89.46903746603091	-4517.208028212708	6.998943053026149	39.40277050828736	26.944382156999115	12.458388351288244	16	18	32	27	1	1.6695125170888003	0.34402825089722483	0.712051054823252	0.9424440996230438	0.003942882036868979	8.66775719813606	0.28191656344959437	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4987000	-4616.870974404344	-4527.723119864538	-89.14785453980657	-4527.723119864538	7.570191267763733	40.155314004132535	28.753946212636823	11.40136779149572	14	20	35	24	0	1.6678280824140614	0.3436811477105345	0.4068748866386803	1.812070768684124	0.00385863297329337	8.66775719813606	0.28191656344959437	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4988000	-4608.707239537075	-4518.285452964325	-90.42178657275068	-4518.285452964325	6.996203254883889	38.79166037931474	26.70185670744049	12.08980367187426	5	12	37	22	1	0.7761843847747704	0.38867826693471813	0.07677589340053763	0.5575872486124115	0.004570175295777955	8.675119957631031	0.2980744541341156	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4989000	-4606.209151878581	-4523.970366480017	-82.23878539856359	-4523.970366480017	6.911239582091093	38.73844290532685	28.44374275501785	10.294700150309007	2	10	37	22	0	1.2088546116268608	0.46802921136793657	0.29004859177763187	0.860077399400924	0.004502531085418148	8.675119957631031	0.2980744541341156	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4990000	-4617.55638257349	-4531.549420263187	-86.0069623103027	-4531.549420263187	7.0561642955169495	39.125381570841824	28.16296387247519	10.962417698366625	5	13	37	22	0	1.9549246555755961	0.5420058871774128	0.28964128748815454	1.3533871702449833	0.0038189123393981136	5.943077797856248	0.2980744541341156	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4991000	-4619.023576965373	-4530.8243496875575	-88.19922727781514	-4530.8243496875575	7.446825648088038	40.663125259574485	29.499080748794043	11.164044510780439	2	11	38	21	0	1.1084933005919408	0.4917578800200666	0.2808905556100882	1.2826934446357428	0.003892816534003917	6.621084213635579	0.2980744541341156	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4992000	-4601.669460990369	-4517.747531604494	-83.92192938587502	-4517.747531604494	7.287588802096775	41.53890323465521	26.892997185150147	14.645906049505065	3	9	35	24	0	1.474205890606057	0.5863172547808857	0.08276176383891037	0.4796358304444854	0.004023596773560217	6.818971175227603	0.2980744541341156	0.3396752031926074	0.19928199591417173	0.21837606860206324	0.24266673229115837
4993000	-4609.762822304308	-4525.133264463755	-84.62955784055356	-4525.133264463755	7.112236760036799	40.57645711019763	29.324657962747597	11.251799147450033	2	9	36	23	0	2.151902323443936	0.3567492693821332	0.13124670388088888	0.7985400960422998	0.0044921673871899945	6.818971175227603	0.2980744541341156	0.3396752031926074	0.21384794118683145	0.20381012332940351	0.24266673229115837
4994000	-4616.077350039455	-4527.54664308112	-88.53070695833533	-4527.54664308112	6.890371130193452	41.054658869850634	30.272928913632583	10.78172995621805	3	10	36	23	0	1.6864438427780406	0.5677514272982435	0.17779969180184868	0.8049075854154614	0.004060495464476669	6.818971175227603	0.2980744541341156	0.3396752031926074	0.21384794118683145	0.20381012332940351	0.24266673229115837
4995000	-4614.809751869247	-4527.250695715912	-87.5590561533341	-4527.250695715912	6.899656056272412	40.85141486821935	27.744533071590048	13.106881796629295	4	10	35	24	0	2.0326531189031942	0.389258388903889	0.12761598457082543	0.5597297155691855	0.0041740682073155835	6.818971175227603	0.2980744541341156	0.3396752031926074	0.21384794118683145	0.20381012332940351	0.24266673229115837
4996000	-4612.9472527622065	-4528.811205623068	-84.1360471391383	-4528.811205623068	7.074737357517171	41.04450195581909	27.77416707809357	13.27033487772553	2	10	37	22	0	1.45357211192697	0.7238389935365247	0.11574343936632871	0.7665960477860055	0.0044467981143558625	6.027364638879532	0.2980744541341156	0.3396752031926074	0.21384794118683145	0.20381012332940351	0.24266673229115837
4997000	-4610.506531556888	-4529.275579981396	-81.23095157549237	-4529.275579981396	7.191939687069029	39.452950165126126	26.280821202413236	13.17212896271289	3	10	36	23	0	1.229935936207012	0.7125618040098033	0.13775008496445526	0.7953008456665869	0.004376523597380017	6.314702110872558	0.2980744541341156	0.3396752031926074	0.21384794118683145	0.20381012332940351	0.24266673229115837
4998000	-4598.64604431251	-4527.002034107782	-71.64401020472812	-4527.002034107782	6.70071368315011	37.62273124787802	26.58054033535219	11.042190912525815	3	10	36	23	0	1.231630885819968	0.3553038534063541	0.0907858955634759	0.7942063660817812	0.004590749499265867	6.314702110872558	0.2980744541341156	0.32155505048769856	0.21384794118683145	0.20381012332940351	0.2607868849960672
4999000	-4589.868376703998	-4525.784860969423	-64.08351573457512	-4525.784860969423	6.718992565464816	36.79595145533164	27.82882977455899	8.96712168077263	1	10	38	21	0	1.2461258274710956	0.2805150812106068	0.045093593011578004	0.7917411250787639	0.003903751089657766	6.314702110872558	0.2980744541341156	0.32155505048769856	0.21384794118683145	0.20381012332940351	0.2607868849960672
5000000	-4590.575538310334	-4522.289163733554	-68.28637457677966	-4522.289163733554	6.707405164678895	37.82396696810665	27.582217093911243	10.241749874195417	1	9	37	22	0	1.243600218273374	0.3646163700705446	0.07037847679477044	0.4771333868968503	0.004450243015972284	6.314702110872558	0.2980744541341156	0.32422462704041227	0.2111783646341177	0.20381012332940351	0.2607868849960672
5001000	-4594.973023038966	-4523.552313656125	-71.42070938284104	-4523.552313656125	6.660731512900989	37.36641010347678	27.96878320317428	9.397626900302493	3	11	37	22	0	1.2406682319176323	0.3733511979806336	0.07054479743423843	0.9747913760619831	0.004699380892002909	6.314702110872558	0.2980744541341156	0.32422462704041227	0.2111783646341177	0.20381012332940351	0.2607868849960672
5002000	-4590.696516888911	-4517.410042244153	-73.28647464475733	-4517.410042244153	6.529209016262663	37.37544707242919	27.83221814265221	9.54322892977697	2	10	37	22	0	1.8886086807956317	0.3299832476393043	0.10773997521013354	1.4589848792530566	0.004666992032088837	6.314702110872558	0.31461652751380353	0.32105105939664624	0.21435193227788374	0.20381012332940351	0.2607868849960672
5003000	-4601.016147661945	-4522.751193221413	-78.26495444053248	-4522.751193221413	6.634156174029897	36.83269443457842	26.766328029588113	10.066366404990323	5	12	36	23	0	1.8802019342823042	0.3285143962331043	0.0864936606599674	1.1069322320284125	0.004708272235483121	6.314702110872558	0.31461652751380353	0.32105105939664624	0.21435193227788374	0.20381012332940351	0.2607868849960672
5004000	-4593.095061260675	-4524.269198033676	-68.82586322699929	-4524.269198033676	6.517770678269523	37.11349306543601	30.263343485712106	6.850149579723906	3	13	39	20	0	1.5473996107557977	0.15768332216032482	0.27415833096043773	0.9531985371191584	0.004630267415323506	6.314702110872558	0.31461652751380353	0.32105105939664624	0.21435193227788374	0.20381012332940351	0.2607868849960672
5005000	-4598.24079023741	-4523.664598538781	-74.57619169862845	-4523.664598538781	6.577278184379157	38.01288499462265	28.291784679421895	9.721100315200758	4	11	37	22	1	1.5465080465556318	0.3633021158172827	0.26970471995397177	0.953748057500406	0.004284226872351666	6.314702110872558	0.31461652751380353	0.32105105939664624	0.21435193227788374	0.20381012332940351	0.2607868849960672
5006000	-4606.933460176153	-4531.304394400492	-75.6290657756612	-4531.304394400492	6.548996484382811	38.163891493243106	29.30530706401227	8.858584429230847	6	12	36	23	1	1.774615919298539	0.1969360310727037	0.24392670464292102	0.9554318942291403	0.004690342390482756	6.050115503374343	0.4330628194543022	0.32105105939664624	0.21435193227788374	0.20381012332940351	0.2607868849960672
5007000	-4608.992247420234	-4533.499686881287	-75.49256053894732	-4533.499686881287	6.935958734700841	38.26030053852504	29.380509421620495	8.879791116904546	10	15	35	24	1	2.5126245927328146	0.19750583505023844	0.34006259779705206	2.07855671967795	0.004157261444250454	7.1993577005094584	0.4330628194543022	0.3264232439716181	0.21435193227788374	0.19843793875443166	0.2607868849960672
5008000	-4604.811517398743	-4532.236642899798	-72.57487449894455	-4532.236642899798	6.930689316079067	37.48175971086418	28.864255648928513	8.61750406193568	8	15	36	23	0	2.439871404430656	0.1975924334435955	0.2145815165074546	1.3222251072997946	0.0048525772763653935	7.1993577005094584	0.4330628194543022	0.3264232439716181	0.21435193227788374	0.19843793875443166	0.2607868849960672
5009000	-4593.745364297943	-4524.136505722052	-69.60885857589089	-4524.136505722052	6.98953102222939	38.65186720091923	29.864354574837755	8.787512626081469	4	11	36	23	0	1.6811537926191087	0.23731759384523937	0.2140571487553228	1.318994017229169	0.0043892217781416	7.1993577005094584	0.4330628194543022	0.3264232439716181	0.21435193227788374	0.19843793875443166	0.2607868849960672
5010000	-4589.805967730474	-4528.430502571529	-61.37546515894467	-4528.430502571529	6.979121565258937	38.203813163485364	30.849681931172793	7.3541312323125725	0	10	39	20	0	1.4901874112637217	0.16719255242555314	0.06899193975621987	1.0165177852434484	0.004152363494920729	7.1993577005094584	0.4330628194543022	0.3264232439716181	0.21435193227788374	0.19886036009994737	0.2603644636505515
5011000	-4587.684604899822	-4528.249529865986	-59.435075033836426	-4528.249529865986	6.92935920527348	37.33098474332879	31.224426792304165	6.106557951024639	0	11	40	19	0	2.166206533249003	0.16278711600206777	0.028204131422839476	1.3674502163534021	0.004997598016932682	7.1993577005094584	0.4330628194543022	0.3400572319691972	0.21435193227788374	0.19886036009994737	0.2467304756529724
5012000	-4586.819149742424	-4523.893383080081	-62.92576666234384	-4523.893383080081	6.772359018326514	36.339617405722265	29.819050931261817	6.52056647446044	1	11	39	20	0	1.5827929553212163	0.16370907410197563	0.01936595911195356	1.535194872002908	0.005185623863926799	7.1993577005094584	0.4330628194543022	0.3400572319691972	0.21435193227788374	0.19886036009994737	0.2467304756529724
5013000	-4583.059501447087	-4529.563796555476	-53.495704891611645	-4529.563796555476	6.720872386608537	34.83328478116702	27.717477376231248	7.115807404935767	1	10	38	21	0	1.2252756009313448	0.1713059205170912	0.03666283892572573	1.0989645372558332	0.004561000033046232	7.1993577005094584	0.4330628194543022	0.3400572319691972	0.20413259214261498	0.19886036009994737	0.25694981578824116
5014000	-4581.302284015502	-4524.724956921898	-56.57732709360306	-4524.724956921898	6.699852390154999	35.968370966886546	29.48327989409953	6.485091072787008	1	11	39	20	0	1.4000278568136575	0.17139298984321066	0.0267043615710949	1.2851307332413913	0.005178429295666508	7.059325573869334	0.4330628194543022	0.3400572319691972	0.20413259214261498	0.19886036009994737	0.25694981578824116
5015000	-4584.108173417444	-4524.972242308034	-59.13593110941064	-4524.972242308034	6.752717422955743	34.76945892344465	28.171342819021497	6.598116104423158	1	11	39	20	0	1.5188389928948876	0.1710540301382885	0.02675727878392499	2.4075685626876973	0.005179742606360331	7.059325573869334	0.4330628194543022	0.3400572319691972	0.21841194267379604	0.19886036009994737	0.2426704652570601
5016000	-4581.213978049106	-4528.251958656154	-52.96201939295226	-4528.251958656154	6.685819701118936	35.1837125511293	29.68950761576528	5.494204935364018	0	12	41	18	0	1.7883239549981973	0.16894368337613774	0.005629461330008647	2.3819234981047948	0.004827981710127659	7.059325573869334	0.4330628194543022	0.3400572319691972	0.21841194267379604	0.19886036009994737	0.2426704652570601
5017000	-4583.646974798596	-4527.652349028864	-55.99462576973239	-4527.652349028864	6.6726925497955785	34.98716624990684	30.107594704092197	4.879571545814648	0	12	41	18	0	1.7928121762952338	0.3054303058147235	0.019194219917967614	3.1158193396057157	0.004893492790186067	7.059325573869334	0.4330628194543022	0.3400572319691972	0.21841194267379604	0.19886036009994737	0.2426704652570601
5018000	-4590.109660447679	-4535.525545352544	-54.58411509513448	-4535.525545352544	6.72783568348689	35.535364955742146	30.112667230007617	5.422697725734522	0	12	41	18	0	1.6684238515934469	0.2603961279956552	0.0024582857331405584	2.3726008986035216	0.0050787788088215	7.059325573869334	0.3884854587795401	0.36047323824263733	0.21508396610940533	0.17997034229262157	0.24447245335533646
5019000	-4585.221949525301	-4528.681611865557	-56.54033765974447	-4528.681611865557	6.766123678533787	36.128405375554884	30.526320959966508	5.602084415588377	0	12	41	18	0	1.283245128168144	0.17342579269154534	0.002287196120778819	1.4326942929586	0.004772239391464822	7.059325573869334	0.3884854587795401	0.36047323824263733	0.21508396610940533	0.17997034229262157	0.24447245335533646
5020000	-4579.640218698903	-4525.265530271698	-54.374688427204966	-4525.265530271698	6.766516939913227	35.37650439206708	29.333163404503765	6.043340987563329	0	12	41	18	0	1.2862850134283659	0.14833547635691768	0.0026064123235862977	1.4293083977502274	0.00491184164269117	7.059325573869334	0.3884854587795401	0.36047323824263733	0.21508396610940533	0.17997034229262157	0.24447245335533646
5021000	-4586.920631715997	-4533.521942267499	-53.39868944849819	-4533.521942267499	6.71806460950318	34.95630690638053	28.29573140480494	6.660575501575592	1	12	40	19	0	1.287716448304548	0.21079246148162334	0.05786149725193007	1.5197086775694237	0.004779863313709821	7.059325573869334	0.3884854587795401	0.36047323824263733	0.21508396610940533	0.17997034229262157	0.24447245335533646
5022000	-4590.512274348506	-4532.365252783516	-58.147021564990204	-4532.365252783516	6.6147610509921755	35.90524417396756	29.547755841372656	6.35748833259491	0	12	41	18	0	1.4157490202554572	0.2272702320687063	0.0897734969723278	1.512408990443189	0.005152472875196264	5.347154015654994	0.3884854587795401	0.36047323824263733	0.21508396610940533	0.17997034229262157	0.24447245335533646
5023000	-4590.878119558625	-4534.44392207303	-56.434197485594964	-4534.44392207303	6.572202171904988	34.759228132889774	26.50846796160483	8.250760171284949	1	10	38	21	0	1.4120732794102406	0.24060483042395936	0.09000718463886088	0.7882677163523966	0.0047932391808241945	5.347154015654994	0.2158543111929329	0.36047323824263733	0.21508396610940533	0.17997034229262157	0.24447245335533646
